lat,lng,fips
32.45322,-86.72385,1001
30.86319,-87.73904,1003
31.85209,-85.42935,1005
32.91192,-87.26985,1007
33.90169,-86.51787,1009
32.1779,-85.93363,1011
31.86642,-86.85983,1013
33.65146,-85.8788,1015
32.75379,-85.18444,1017
34.24059,-85.60697,1019
32.80704,-86.67285,1021
32.10204,-88.25861,1023
31.78537,-87.64954,1025
33.16334,-86.15567,1027
33.78757,-85.46555,1029
31.60246,-85.6815,1031
34.73885,-88.01897,1033
31.47366,-86.94931,1035
33.08977,-86.06138,1037
31.49916,-86.38884,1039
31.58357,-86.29694,1041
34.29851,-86.63523,1043
31.25281,-85.73273,1045
32.47679,-87.05709,1047
34.30187,-86.03995,1049
32.48819,-86.31931,1051
31.14048,-87.07404,1053
34.04796,-85.92463,1055
33.71588,-87.67889,1057
34.35605,-87.95001,1059
31.17861,-85.79394,1061
32.75294,-88.01125,1063
32.85374,-87.73861,1065
31.60296,-85.2163,1067
31.14367,-85.40236,1069
34.9501,-85.75855,1071
33.59515,-87.00089,1073
33.95519,-88.01906,1075
34.95098,-87.24209,1077
34.64788,-87.30612,1079
32.69173,-85.3972,1081
34.76711,-87.08565,1083
31.99429,-86.56931,1085
32.24878,-85.74358,1087
34.72143,-86.48335,1089
32.42337,-87.9152,1091
34.22419,-87.75005,1093
34.32333,-86.50143,1095
30.94264,-88.01644,1097
31.75818,-87.1847,1099
32.29372,-85.98264,1101
34.60907,-87.01333,1103
32.69351,-87.28014,1105
33.07371,-88.19359,1107
31.88607,-85.72077,1109
33.46623,-85.35928,1111
32.2766,-84.99898,1113
33.60277,-86.49615,1115
33.21591,-86.79717,1117
32.79859,-88.30287,1119
33.35989,-86.26918,1121
32.91644,-85.9368,1123
33.28425,-87.09455,1125
33.81953,-87.00754,1127
31.1718,-88.00338,1129
31.88219,-87.4598,1131
34.23388,-87.18817,1133
54.12863,-165.80591,2013
51.84287,-176.63139,2016
61.22034,-149.85703,2020
60.90924,-161.42028,2050
58.98854,-155.56022,2060
64.29661,-149.16065,2068
59.26833,-158.62828,2070
67.16977,-149.56917,2090
59.12421,-135.70688,2100
57.43987,-134.19674,2105
58.39768,-134.05518,2110
59.86781,-151.49527,2122
55.56908,-131.01272,2130
57.90188,-153.02841,2150
56.24475,-158.75781,2164
61.6303,-148.98707,2170
63.4738,-162.12295,2180
70.1385,-149.95982,2185
65.97593,-161.13864,2188
56.77902,-134.16028,2195
55.94573,-132.74167,2198
56.96056,-135.05446,2220
59.56292,-135.33619,2230
64.02799,-144.63394,2240
61.28097,-142.78996,2261
62.69434,-164.64753,2270
55.82123,-132.05943,2275
59.52058,-139.48834,2282
62.63815,-160.21788,2290
33.86056,-109.17681,4001
32.17426,-110.37704,4003
34.45127,-110.86441,4005
33.00418,-110.786,4007
33.10616,-110.23729,4009
33.32098,-109.38563,4011
33.99878,-113.90159,4012
33.45076,-112.07836,4013
34.70927,-113.56826,4015
34.29984,-109.99991,4017
32.22944,-112.65434,4019
33.3534,-111.35045,4021
31.66144,-110.51203,4023
34.11917,-112.04425,4025
33.02342,-113.28109,4027
34.38592,-91.3978,5001
33.13014,-92.00055,5003
36.45017,-92.23374,5005
36.35041,-94.25426,5007
36.23725,-93.09178,5009
33.58006,-92.26493,5011
33.63755,-92.72031,5013
36.25034,-93.3303,5015
33.5193,-91.48056,5017
33.88688,-93.11776,5019
36.41929,-90.54196,5021
35.67213,-92.1713,5023
33.93068,-92.33571,5025
33.08114,-93.16366,5027
35.37104,-92.57652,5029
35.87894,-90.66057,5031
35.47552,-94.19437,5033
35.1448,-90.18805,5035
35.38816,-90.78199,5037
34.04513,-92.55299,5039
33.62346,-91.20873,5041
33.63088,-91.7465,5043
35.07331,-92.36154,5045
35.44217,-93.72353,5047
36.27636,-92.05641,5049
34.52697,-92.97158,5051
34.14421,-92.31452,5053
36.12416,-90.69436,5055
33.64419,-93.59448,5057
34.24924,-93.39337,5059
34.14469,-94.04102,5061
35.57546,-91.45792,5063
36.22049,-91.7465,5065
35.54,-91.07153,5067
34.17717,-91.90319,5069
35.51384,-93.51169,5071
33.09207,-93.72343,5073
35.93353,-91.09786,5075
34.72386,-90.89146,5077
34.01741,-91.57343,5079
33.79444,-94.26819,5081
35.12286,-93.70927,5083
35.00246,-91.98193,5085
35.82736,-93.78939,5087
36.37882,-92.58506,5089
33.11619,-93.95382,5091
35.90486,-89.90133,5093
34.84674,-91.22427,5095
34.39144,-93.7639,5097
33.7154,-93.15366,5099
36.06169,-93.37471,5101
33.58632,-92.81988,5103
35.06646,-92.87931,5105
34.05413,-91.02035,5107
34.02446,-93.41941,5109
35.61566,-90.31656,5111
34.39982,-94.3894,5113
35.73421,-92.82794,5115
34.89726,-91.41028,5117
34.95755,-92.0565,5119
36.30007,-90.82186,5121
35.06487,-90.82211,5123
34.66296,-92.52895,5125
34.84201,-93.77212,5127
36.13546,-92.87199,5129
35.3664,-94.41576,5131
33.8235,-94.1255,5133
36.27499,-91.36557,5135
35.7885,-92.30834,5137
33.32732,-92.53611,5139
35.45672,-92.36836,5141
35.98467,-94.08077,5143
35.32021,-91.53608,5145
35.2454,-91.35116,5147
35.13524,-93.4137,5149
37.77516,-122.2748,6001
38.69153,-120.06182,6003
38.42593,-120.82498,6005
39.41,-121.36326,6007
38.06467,-120.62048,6009
39.01641,-122.06187,6011
37.86762,-121.58632,6013
41.79625,-124.00515,6015
38.88376,-120.98287,6017
36.19943,-120.42308,6019
39.46072,-121.93702,6021
40.79809,-124.15097,6023
32.78583,-114.54552,6025
36.529,-116.87036,6027
35.11188,-118.83076,6029
36.31336,-119.70856,6031
38.9763,-122.62313,6033
41.06347,-121.04102,6035
33.97397,-118.24953,6037
37.39375,-119.74444,6039
37.98,-122.50282,6041
37.49377,-119.64269,6043
39.20802,-123.68669,6045
37.02488,-120.62882,6047
41.17426,-120.85292,6049
37.89261,-118.56462,6051
35.84641,-120.94132,6053
38.18419,-122.26294,6055
39.19509,-120.977,6057
33.84611,-118.01169,6059
38.99059,-121.11038,6061
39.97548,-121.20865,6063
33.99574,-117.53399,6065
38.62585,-121.32828,6067
36.89992,-121.35126,6069
34.13762,-117.59998,6071
32.8064,-116.71229,6073
37.7797,-122.41924,6075
37.95945,-121.28753,6077
35.24175,-120.61711,6079
37.5135,-122.29905,6081
34.44012,-119.49415,6083
37.35753,-122.14445,6085
37.01015,-121.87763,6087
40.59649,-122.46005,6089
39.47444,-120.82258,6091
41.45328,-123.46342,6093
38.09407,-122.13216,6095
38.34186,-122.94952,6097
37.55434,-120.95139,6099
38.83995,-121.57133,6101
39.92647,-122.26526,6103
40.85342,-123.43175,6105
35.8588,-119.48757,6107
37.80468,-120.27191,6109
34.17598,-118.94504,6111
38.59294,-121.53916,6113
39.04589,-121.40381,6115
39.78515,-104.70191,8001
37.48369,-105.83006,8003
39.73881,-104.86247,8005
37.10981,-107.43912,8007
37.08496,-102.48255,8009
38.07927,-103.14042,8011
39.94508,-105.29063,8013
39.9318,-105.07453,8014
38.56049,-106.0648,8015
38.84222,-102.17356,8017
39.78752,-105.64739,8019
37.16423,-106.27832,8021
37.3986,-105.56977,8023
38.19488,-103.86133,8025
38.10886,-105.42017,8027
38.80136,-107.96764,8029
39.75193,-104.99776,8031
37.72182,-108.73343,8033
39.30196,-104.81809,8035
39.89447,-106.59509,8037
39.39269,-104.02855,8039
39.17264,-104.52902,8041
38.53864,-105.38622,8043
39.58391,-107.31363,8045
39.86909,-105.53235,8047
39.9348,-105.88145,8049
38.82131,-106.63113,8051
38.01367,-107.29516,8053
37.78545,-105.2308,8055
40.85615,-106.29422,8057
39.79503,-105.10587,8059
38.37716,-103.37276,8061
39.31229,-102.44174,8063
39.23391,-106.31467,8065
37.33995,-107.47866,8067
40.34002,-105.57227,8069
37.53092,-104.5232,8071
39.35189,-103.26141,8073
40.5082,-103.27495,8075
39.07211,-108.54761,8077
37.70747,-107.01535,8079
40.30272,-108.7695,8081
37.31839,-108.76218,8083
38.48717,-107.75847,8085
40.37925,-104.17672,8087
38.10256,-103.51927,8089
38.02011,-107.63167,8091
39.31679,-106.10381,8093
40.68965,-102.15394,8095
39.15161,-106.77138,8097
37.87498,-102.38287,8099
38.29455,-104.53374,8101
40.08042,-107.76296,8103
37.70748,-106.42884,8105
40.86099,-106.96085,8107
37.81704,-106.06909,8109
37.78202,-107.63083,8111
37.91688,-108.72802,8113
40.87969,-102.18504,8115
39.47099,-106.0169,8117
38.76765,-105.0998,8119
40.08208,-103.21276,8121
40.06592,-104.95832,8123
40.06044,-102.5039,8125
41.33787,-73.22506,9001
41.79071,-72.85384,9003
42.02647,-73.30873,9005
41.35129,-72.42018,9007
41.34424,-73.0689,9009
41.63128,-72.2402,9011
41.91503,-72.44947,9013
41.70839,-72.20726,9015
39.17173,-75.47694,10001
39.58435,-75.69939,10003
38.55096,-75.06487,10005
38.91084,-77.0178,11001
29.64886,-82.325,12001
30.24347,-82.23885,12003
30.15978,-85.6608,12005
30.05408,-82.18154,12007
28.68916,-80.9262,12009
26.0579,-80.13852,12011
30.52989,-85.18206,12013
26.84776,-82.27296,12015
28.96087,-82.63392,12017
30.09813,-81.71255,12019
26.04632,-81.76799,12021
30.08055,-82.7264,12023
27.19002,-81.82628,12027
29.63724,-83.20313,12029
30.32503,-81.64802,12031
30.42846,-87.22236,12033
29.42168,-81.33934,12035
29.73685,-85.0901,12037
30.6525,-84.79152,12039
29.76169,-82.86262,12041
26.88424,-81.19281,12043
29.80706,-85.30262,12045
30.47855,-82.93597,12047
27.60297,-81.9923,12049
26.5438,-81.03643,12051
28.59027,-82.36481,12053
27.62429,-81.46502,12055
27.76516,-82.27648,12057
30.85518,-85.72082,12059
27.88942,-80.73347,12061
30.63285,-85.38483,12063
30.2537,-83.85901,12065
30.03678,-83.23398,12067
29.1468,-81.56166,12069
26.62116,-81.87865,12071
30.42562,-84.2582,12073
29.42526,-82.62331,12075
30.26044,-84.98132,12077
30.38386,-83.2711,12079
27.40285,-82.46783,12081
29.39954,-82.08146,12083
27.05573,-80.1648,12085
25.833,-80.27867,12086
24.82041,-80.80992,12087
30.41969,-81.97306,12089
30.87684,-86.69098,12091
27.50653,-80.92711,12093
28.67069,-81.553,12095
28.2774,-81.50688,12097
26.71649,-80.06779,12099
28.42469,-82.21841,12101
27.77041,-82.6357,12103
28.04081,-81.89624,12105
29.42719,-81.55792,12107
29.78899,-81.44175,12109
27.43798,-80.55733,12111
30.59823,-87.03037,12113
26.98035,-82.35198,12115
28.66534,-81.36943,12117
28.91697,-81.99285,12119
29.91651,-82.91313,12121
30.16687,-83.616,12123
30.02746,-82.39275,12125
29.19395,-81.05146,12127
30.18668,-84.30565,12129
30.84939,-86.20229,12131
30.71225,-85.80153,12133
31.77744,-82.34739,13001
31.29847,-82.72141,13003
31.54581,-82.44053,13005
31.32075,-84.40795,13007
33.07615,-83.24656,13009
34.45741,-83.476,13011
34.02235,-83.83769,13013
34.36662,-84.9207,13015
31.73354,-83.2161,13017
31.37959,-83.2057,13019
32.77312,-83.84471,13021
32.41366,-83.34473,13023
31.14309,-82.1207,13025
30.9931,-83.52844,13027
32.17485,-81.48045,13029
32.32628,-81.60192,13031
33.03567,-81.64693,13033
33.237,-83.88475,13035
31.41755,-84.68099,13037
30.7906,-81.56068,13039
32.40568,-82.07645,13043
33.53232,-85.2632,13045
34.97625,-85.13959,13047
30.8931,-82.00973,13049
32.10966,-81.25389,13051
32.26849,-84.745,13053
34.35946,-85.42125,13055
34.10611,-84.64344,13057
34.00087,-83.34851,13059
31.5042,-84.90874,13061
33.52245,-84.32424,13063
31.07442,-82.64407,13065
33.8963,-84.58925,13067
31.54332,-83.01451,13069
31.29233,-83.44112,13071
33.60173,-82.31813,13073
31.11841,-83.43765,13075
33.22504,-84.82431,13077
32.73728,-83.94247,13079
31.93552,-83.7753,13081
34.79667,-85.47852,13083
34.43888,-84.15074,13085
30.73969,-84.49256,13087
33.77368,-84.26051,13089
32.12693,-83.06218,13091
32.18896,-83.93314,13093
31.55299,-84.15824,13095
33.76297,-84.63819,13097
31.3321,-84.94157,13099
30.7065,-83.01903,13101
32.12246,-81.34075,13103
34.1872,-83.04685,13105
32.60047,-82.35203,13107
32.17323,-81.92019,13109
34.82426,-84.31999,13111
33.26848,-84.46663,13113
34.47186,-85.16108,13115
34.28964,-84.17949,13117
34.33701,-83.08673,13119
34.14329,-84.29947,13121
34.78333,-84.33478,13123
33.23621,-82.58915,13125
31.18068,-81.4948,13127
34.49658,-84.95569,13129
30.95275,-84.20686,13131
33.55441,-83.19344,13133
33.89012,-83.96318,13135
34.44177,-83.58278,13137
34.31853,-83.81617,13139
33.26371,-83.00242,13141
33.742,-85.13333,13143
32.66248,-84.88516,13145
34.37561,-83.03706,13147
33.28598,-85.1303,13149
33.4045,-84.30545,13151
32.54443,-83.59737,13153
31.55876,-83.27379,13155
34.21824,-83.48022,13157
33.14208,-83.64039,13159
31.72255,-82.75262,13161
32.88984,-82.51377,13163
32.8018,-81.98903,13165
32.68759,-82.52366,13167
33.01268,-83.56909,13169
33.05731,-84.12512,13171
31.10395,-83.05415,13173
32.43607,-82.73373,13175
31.74224,-84.14212,13177
31.75285,-81.6085,13179
33.77381,-82.43595,13181
31.71718,-81.72853,13183
30.75159,-83.34207,13185
34.5641,-84.01541,13187
33.38342,-82.39349,13189
31.50906,-81.35236,13191
32.37132,-84.17653,13193
34.02972,-83.21264,13195
32.49214,-84.41612,13197
33.12743,-84.58358,13199
31.15273,-84.67304,13201
31.36466,-84.11835,13205
33.29191,-83.96942,13207
32.18824,-82.51751,13209
33.48969,-83.74235,13211
34.75018,-84.74898,13213
32.57942,-84.82601,13215
33.5783,-83.82048,13217
33.80441,-83.48399,13219
33.85751,-83.24105,13221
33.98839,-84.85866,13223
32.65603,-83.78254,13225
34.45879,-84.43321,13227
31.30995,-82.25524,13229
33.09433,-84.46048,13231
34.08457,-85.0615,13233
32.2725,-83.50385,13235
33.32052,-83.37448,13237
31.86404,-85.03994,13239
34.9087,-83.37164,13241
31.6658,-84.87329,13243
33.27681,-82.18506,13245
33.71884,-83.99866,13247
32.26545,-84.30895,13249
32.56753,-81.46859,13251
30.95154,-84.8944,13253
33.2863,-84.27969,13255
34.50408,-83.26612,13257
32.19694,-84.85513,13259
32.06394,-84.13411,13261
32.56852,-84.54079,13263
33.5678,-82.87594,13265
32.28838,-82.15678,13267
32.58493,-84.25478,13269
31.98878,-82.89112,13271
31.81995,-84.33814,13273
30.77558,-83.80106,13275
31.5918,-83.48964,13277
32.1519,-82.28906,13279
34.9088,-83.70728,13281
32.40041,-82.5676,13283
33.16419,-84.92217,13285
31.71542,-83.68522,13287
32.61856,-83.23188,13289
34.85602,-83.97095,13291
32.98852,-84.24909,13293
34.77637,-85.36038,13295
33.65591,-83.69573,13297
31.22438,-82.35061,13299
33.45672,-82.6482,13301
33.22054,-82.71108,13303
31.65233,-81.94184,13305
32.05418,-84.52713,13307
32.12818,-82.79818,13309
34.61549,-83.79492,13311
34.95059,-84.91746,13313
31.97547,-83.34065,13315
33.78562,-82.95044,13317
32.60626,-83.21248,13319
31.72508,-83.95683,13321
19.32065,-155.81007,15001
21.39683,-157.89772,15003
21.17087,-156.94743,15005
22.15147,-159.35018,15007
20.85231,-156.2229,15009
43.77416,-116.39257,16001
44.91441,-116.56458,16003
42.88941,-112.38465,16005
42.36305,-111.3908,16007
47.1136,-116.91012,16009
43.04244,-112.49594,16011
43.35826,-114.25221,16013
44.07218,-116.11469,16015
48.03617,-116.97368,16017
43.09836,-111.28729,16019
48.84391,-116.49055,16021
43.55471,-113.30089,16023
43.35576,-114.97494,16025
43.66239,-116.65642,16027
42.77531,-111.93732,16029
42.38959,-113.55677,16031
44.30001,-112.27027,16033
46.53944,-116.32337,16035
44.66892,-114.36489,16037
43.08033,-115.39115,16039
42.19562,-112.04029,16041
44.07283,-111.35131,16043
43.92995,-116.50567,16045
42.97654,-114.93934,16047
45.92288,-116.50574,16049
43.91648,-112.24279,16051
42.58781,-114.24208,16053
47.93827,-116.65887,16055
46.53773,-116.72262,16057
44.31889,-113.69032,16059
46.24473,-116.4521,16061
42.87833,-114.26602,16063
43.81596,-111.82301,16065
42.56346,-113.81928,16067
46.20696,-116.89629,16069
42.24143,-112.6653,16071
42.50827,-115.8056,16073
43.96729,-116.91219,16075
42.7067,-113.01384,16077
47.08007,-115.52848,16079
43.73314,-111.23113,16081
42.3932,-114.52218,16083
44.71396,-115.39592,16085
44.67502,-116.77269,16087
39.93159,-91.3866,17001
37.06547,-89.22248,17003
38.98249,-89.581,17005
42.24513,-88.8407,17007
39.97252,-90.75829,17009
41.43573,-89.23293,17011
39.05586,-90.66658,17013
41.97472,-89.8845,17015
39.88561,-90.39943,17017
40.38217,-88.10288,17019
39.35447,-89.20145,17021
39.46168,-87.57963,17023
38.84322,-88.3252,17025
38.50942,-89.60739,17027
39.52727,-88.03502,17029
42.11201,-87.97917,17031
39.13963,-87.83882,17033
39.29042,-88.00198,17035
42.00818,-88.82811,17037
40.14248,-88.96085,17039
39.67439,-88.29901,17041
41.93065,-88.01184,17043
39.7142,-87.89771,17045
38.53402,-88.00926,17047
39.11953,-88.56417,17049
39.1266,-89.21604,17051
40.98745,-88.23833,17053
37.99769,-88.91698,17055
40.6571,-90.42913,17057
37.91634,-88.10767,17059
39.29411,-90.41699,17061
41.23056,-88.26933,17063
37.95349,-88.47808,17065
40.57884,-90.98165,17067
37.52073,-88.14891,17069
40.85029,-90.86116,17071
41.42078,-89.91831,17073
40.87804,-87.98023,17075
37.73828,-89.20843,17077
39.13551,-88.13981,17079
38.20311,-88.74559,17081
39.00378,-90.33165,17083
42.46094,-90.12455,17085
37.47662,-89.03917,17087
42.04982,-88.54598,17089
41.11084,-87.89814,17091
41.70162,-88.43968,17093
40.94467,-90.38468,17095
42.46973,-88.08716,17097
41.16897,-88.64107,17099
38.70667,-87.76565,17101
41.79491,-88.96062,17103
41.08772,-88.41721,17105
40.26082,-89.26682,17107
40.40015,-90.50515,17109
42.27204,-88.31267,17111
40.47675,-88.99306,17113
40.03121,-88.97344,17115
39.09111,-89.79838,17117
38.87851,-89.74853,17119
38.51277,-89.14168,17121
40.98409,-89.15506,17123
40.33949,-89.81878,17125
37.30845,-88.8658,17127
39.99171,-89.66842,17129
41.20973,-90.72473,17131
38.43645,-90.21655,17133
39.22171,-89.54339,17135
39.74871,-90.04087,17137
39.63542,-88.76476,17139
41.93221,-88.96583,17141
40.94578,-89.93875,17143
38.03912,-89.53264,17145
39.91159,-88.55958,17147
39.70914,-91.02783,17149
37.48287,-88.57914,17151
37.24447,-88.98071,17153
41.25385,-89.22434,17155
38.17349,-89.84446,17157
38.62003,-87.98542,17159
41.4778,-90.57675,17161
38.65652,-90.16503,17163
37.69809,-88.64884,17165
39.85842,-89.37649,17167
40.2362,-90.66065,17169
39.55883,-90.43489,17171
39.4396,-88.61111,17173
41.18016,-89.64997,17175
42.37449,-89.63715,17177
40.41446,-89.66606,17179
37.57397,-89.36521,17181
40.46333,-87.80563,17183
38.53253,-87.72653,17185
41.06972,-90.57878,17187
38.37808,-89.61173,17189
38.49745,-88.2179,17191
38.24345,-88.23472,17193
41.78938,-89.76032,17195
41.34396,-87.61374,17197
37.85938,-89.00024,17199
42.19809,-88.94722,17201
40.85811,-89.13522,17203
40.66372,-84.92552,18001
41.10391,-85.29244,18003
39.15769,-85.99067,18005
40.46688,-87.47347,18007
40.3961,-85.20756,18009
40.04483,-86.45988,18011
39.35229,-86.27077,18013
40.50298,-86.50356,18015
40.59751,-86.25756,18017
38.53994,-85.42094,18019
39.52584,-87.12124,18021
40.19001,-86.67809,18023
38.32498,-86.61754,18025
38.6624,-87.1724,18027
39.06666,-84.96833,18029
39.32318,-85.47993,18031
41.51828,-85.06304,18033
40.12999,-85.37673,18035
38.48988,-86.64364,18037
41.72057,-85.81751,18039
39.59155,-85.29962,18041
38.36637,-85.88384,18043
40.30478,-87.20377,18045
39.50068,-84.84149,18047
41.22006,-86.42695,18049
38.17985,-87.57497,18051
40.40805,-85.68643,18053
39.02176,-86.87337,18055
40.17212,-86.00739,18057
39.88557,-85.90443,18059
38.0989,-86.18526,18061
39.68834,-86.61357,18063
39.80882,-85.5129,18065
40.5253,-86.15659,18067
40.82812,-85.61611,18069
38.87743,-86.05036,18071
41.18408,-87.23178,18073
40.54565,-84.9661,18075
38.59461,-85.54723,18077
39.04911,-85.47891,18079
39.51304,-86.20537,18081
38.78317,-87.3178,18083
41.25938,-85.97627,18085
41.69266,-85.58044,18087
41.37127,-87.47637,18089
41.38418,-86.76905,18091
38.91316,-86.54891,18093
40.25053,-85.6588,18095
39.71638,-86.09143,18097
41.22608,-86.24792,18099
38.88884,-86.83635,18101
40.62983,-85.94546,18103
39.08592,-86.45156,18105
39.98365,-87.05543,18107
39.5385,-86.36998,18109
41.10781,-87.42182,18111
41.36059,-85.42993,18113
38.9301,-84.93658,18115
38.64141,-86.42254,18117
39.2393,-87.01498,18119
39.8779,-87.25424,18121
38.29755,-86.48768,18123
38.48247,-87.09414,18125
41.68404,-86.98106,18127
38.19303,-87.69924,18129
41.15694,-86.52922,18131
39.76418,-86.81056,18133
40.18107,-85.1323,18135
39.29201,-85.21583,18137
39.66102,-85.5954,18139
41.73988,-86.1274,18141
38.75868,-85.79088,18143
39.56337,-85.91627,18145
38.17218,-87.02768,18147
41.21533,-86.76793,18149
41.65272,-85.00797,18151
38.95546,-87.3779,18153
38.87546,-85.07525,18155
40.41785,-86.88995,18157
40.28882,-86.14992,18159
39.55804,-84.84396,18161
37.97444,-87.57379,18163
39.67855,-87.4636,18165
39.35111,-87.40744,18167
40.68729,-85.69768,18169
40.1292,-87.40884,18171
38.05209,-87.2553,18173
38.64149,-86.25874,18175
39.74119,-84.85172,18177
40.71846,-85.17147,18179
40.61137,-86.93134,18181
41.23982,-85.32565,18183
41.51429,-94.64688,19001
41.04966,-94.82401,19003
43.44339,-91.53665,19005
40.71759,-92.91073,19007
41.75792,-94.92349,19009
41.99159,-91.88547,19011
42.53311,-92.48894,19013
42.08721,-93.8566,19015
42.67305,-92.3352,19017
42.61067,-91.74982,19019
42.76092,-94.98484,19021
42.74109,-92.80312,19023
42.27662,-94.4296,19025
41.85605,-94.6903,19027
41.43239,-94.74808,19029
41.88695,-91.04232,19031
43.15371,-93.20016,19033
42.72153,-95.4249,19035
43.18771,-92.45952,19037
41.03768,-93.96153,19039
